15-10-7 下午5:03
项目统计

     	   片段	    词汇	字符（无空白）	字符（含空白）	#Files	
总共：  	85058	357064	3054896	3357899	  1870	
剩余：  	71733	336795	2932578	3228446	  1870	
独特：  	42566	270601	2279580	2537858	  1870	
剩余独特：	42381	268752	2268528	2525019	  1870	


单文件统计：

文件名                                                       	 总片段	剩余片段	独特片段	剩余独特片段	 总计词汇	 剩余词汇	 独特词汇	剩余独特词汇	总字符（无空白）	剩余字符（无空白）	独特字符（无空白）	剩余独特字符（无空白）	总字符（含空白）	剩余字符（含空白）	独特字符（含空白）	剩余独特字符（含空白）	
Json/InsertJSONMap.html                                   	  36	  27	  12	    12	  108	   96	   79	    79	    1227	     1156	      888	        888	    1307	     1233	      963	        963	
Json/InsertJSONStructure.html                             	  47	  38	  18	    18	  173	  161	  136	   136	    1698	     1627	     1260	       1260	    1830	     1756	     1385	       1385	
Json/IsJSON.html                                          	  27	  19	   9	     9	   89	   78	   58	    58	     687	      621	      445	        445	     753	      684	      498	        498	
Json/JSONArraySize.html                                   	  31	  23	   9	     9	   79	   68	   46	    46	     862	      796	      543	        543	     913	      844	      583	        583	
Json/JSONErrorLine.html                                   	  26	  18	   7	     7	   66	   55	   44	    44	     686	      622	      448	        448	     730	      663	      489	        489	
Json/JSONErrorMessage.html                                	  32	  23	  11	    11	   76	   64	   52	    52	     853	      782	      585	        585	     902	      828	      631	        631	
Json/JSONErrorPosition.html                               	  27	  19	   7	     7	   72	   61	   49	    49	     764	      700	      512	        512	     813	      746	      558	        558	
Json/JSONMemberKey.html                                   	  29	  21	   9	     9	   86	   75	   61	    61	     853	      787	      573	        573	     914	      845	      629	        629	
Json/JSONMemberValue.html                                 	  29	  21	   7	     7	   86	   75	   43	    43	     852	      786	      431	        431	     913	      844	      471	        471	
Json/JSONObjectSize.html                                  	  32	  24	   8	     8	   95	   84	   40	    40	    1007	      941	      511	        511	    1124	     1055	      545	        545	
Json/JSONType.html                                        	  87	  79	  44	    44	  295	  284	  249	   249	    3387	     3321	     2719	       2719	    3604	     3535	     2931	       2931	
Json/JSONValue.html                                       	  51	  42	  19	    19	  203	  191	  151	   151	    1545	     1472	     1028	       1028	    1720	     1644	     1182	       1182	
Json/LoadJSON.html                                        	  51	  43	  11	    11	  238	  227	  101	   101	    1802	     1736	      785	        785	    1993	     1924	      879	        879	
Json/NextJSONMember.html                                  	  35	  27	  10	    10	  118	  107	   86	    86	    1039	      973	      678	        678	    1128	     1059	      758	        758	
Json/ParseJSON.html                                       	  60	  51	  14	    14	  257	  245	   77	    77	    2184	     2111	      851	        851	    2387	     2311	      918	        918	
Json/RemoveJSONElement.html                               	  35	  26	  10	    10	   96	   84	   60	    60	     989	      918	      640	        640	    1053	      979	      693	        693	
Json/RemoveJSONMember.html                                	  34	  25	   9	     9	  102	   90	   48	    48	    1107	     1036	      620	        620	    1228	     1154	      661	        661	
Json/ResizeJSONElements.html                              	  40	  30	  12	    12	  128	  115	   80	    80	    1204	     1126	      767	        767	    1293	     1212	      837	        837	
Json/SaveJSON.html                                        	  29	  22	  11	    11	  123	  113	   77	    77	     858	      799	      550	        550	     956	      894	      620	        620	
Json/SetJSONArray.html                                    	  33	  24	   8	     8	   84	   72	   50	    50	    1050	      979	      647	        647	    1103	     1029	      693	        693	
Json/SetJSONBoolean.html                                  	  37	  28	  10	    10	  102	   90	   68	    68	    1204	     1133	      821	        821	    1271	     1197	      882	        882	
Json/SetJSONDouble.html                                   	  42	  32	  14	    14	  147	  134	  110	   110	    1414	     1336	      978	        978	    1519	     1438	     1076	       1076	
Json/SetJSONFloat.html                                    	  42	  32	   8	     8	  147	  134	   46	    46	    1410	     1332	      647	        647	    1515	     1434	      689	        689	
Json/SetJSONInteger.html                                  	  36	  27	   7	     7	   90	   78	   49	    49	    1154	     1083	      705	        705	    1211	     1137	      752	        752	
Json/SetJSONNull.html                                     	  31	  22	   7	     7	   74	   62	   43	    43	     916	      845	      575	        575	     959	      885	      612	        612	
Json/SetJSONObject.html                                   	  33	  24	   8	     8	   92	   80	   57	    57	    1154	     1083	      720	        720	    1216	     1142	      774	        774	
Json/SetJSONQuad.html                                     	  36	  27	   8	     8	   90	   78	   50	    50	    1143	     1072	      696	        696	    1200	     1126	      743	        743	
Json/SetJSONString.html                                   	  35	  26	   8	     8	   92	   80	   56	    56	    1120	     1049	      702	        702	    1179	     1105	      754	        754	
keyboard/examinekeyboard.html                             	  24	  15	  11	    11	   46	   34	   30	    30	     552	      483	      415	        415	     577	      505	      437	        437	
keyboard/index.html                                       	  31	  26	  16	    16	   97	   89	   78	    78	     847	      797	      628	        628	     914	      860	      690	        690	
keyboard/initkeyboard.html                                	  19	  12	   9	     9	  102	   93	   90	    90	     674	      617	      569	        569	     762	      703	      655	        655	
keyboard/keyboardinkey.html                               	  39	  30	  21	    21	  150	  138	  129	   129	    1703	     1632	     1444	       1444	    1871	     1797	     1609	       1609	
keyboard/keyboardmode.html                                	  30	  23	  13	    13	  116	  106	   95	    95	     988	      927	      763	        763	    1087	     1023	      859	        859	
keyboard/keyboardpushed.html                              	 144	 136	 124	   124	  262	  251	  241	   241	    3802	     3736	     3525	       3525	    3942	     3873	     3662	       3662	
keyboard/keyboardreleased.html                            	  45	  37	  23	    23	  168	  157	  123	   123	    1788	     1722	     1280	       1280	    1959	     1890	     1429	       1429	
library/callcfunction.html                                	  39	  31	  25	    25	  213	  202	  197	   197	    1415	     1349	     1267	       1267	    1587	     1518	     1436	       1436	
library/callcfunctionfast.html                            	  46	  38	  20	    20	  249	  238	  171	   171	    1799	     1733	     1227	       1227	    2004	     1935	     1383	       1383	
library/callfunction.html                                 	  40	  32	  11	    11	  193	  182	   78	    78	    1378	     1312	      644	        644	    1531	     1462	      716	        716	
library/callfunctionfast.html                             	  43	  35	   7	     7	  210	  199	   29	    29	    1578	     1512	      375	        375	    1747	     1678	      402	        402	
library/closelibrary.html                                 	  22	  14	   9	     9	   55	   44	   39	    39	     509	      445	      374	        374	     545	      478	      407	        407	
library/countlibraryfunctions.html                        	  20	  15	  10	    10	   73	   66	   60	    60	     591	      542	      478	        478	     648	      597	      532	        532	
library/examinelibraryfunctions.html                      	  30	  23	  13	    13	  122	  112	  101	   101	    1120	     1057	      866	        866	    1216	     1150	      958	        958	
library/getfunction.html                                  	  39	  31	  12	    12	  164	  153	  118	   118	    1341	     1275	      859	        859	    1469	     1400	      969	        969	
library/getfunctionentry.html                             	  35	  28	  12	    12	  162	  152	   84	    84	    1232	     1169	      621	        621	    1361	     1295	      697	        697	
library/index.html                                        	  57	  52	  29	    29	  244	  236	  217	   217	    1952	     1902	     1532	       1532	    2145	     2091	     1720	       1720	
library/islibrary.html                                    	  24	  16	   9	     9	   86	   75	   58	    58	     613	      547	      398	        398	     679	      610	      451	        451	
library/libraryfunctionaddress.html                       	  34	  26	   8	     8	  112	  101	   51	    51	    1237	     1169	      615	        615	    1319	     1248	      663	        663	
library/libraryfunctionname.html                          	  23	  16	   7	     7	   56	   46	   36	    36	     702	      641	      446	        446	     740	      676	      480	        480	
library/libraryid.html                                    	  17	  11	   7	     7	   42	   34	   30	    30	     377	      325	      259	        259	     406	      352	      286	        286	
library/nextlibraryfunction.html                          	  22	  15	   7	     7	   62	   52	   43	    43	     656	      595	      435	        435	     701	      637	      476	        476	
library/openlibrary.html                                  	  27	  20	  10	    10	  126	  116	   97	    97	     886	      827	      616	        616	     985	      923	      705	        705	
light/copylight.html                                      	  22	  16	  13	    13	   92	   84	   73	    73	     613	      561	      465	        465	     684	      630	      527	        527	
light/createlight.html                                    	  40	  32	  23	    23	  188	  177	  148	   148	    1294	     1228	     1040	       1040	    1465	     1396	     1190	       1190	
light/DisableLightShadows.html                            	  21	  14	   9	     9	   60	   51	   46	    46	     450	      393	      342	        342	     492	      433	      382	        382	
light/freelight.html                                      	  24	  15	   9	     9	   71	   59	   53	    53	     523	      452	      372	        372	     573	      499	      419	        419	
light/GetLightColor.html                                  	  25	  18	  13	    13	   68	   58	   46	    46	     523	      464	      400	        400	     571	      509	      438	        438	
light/hidelight.html                                      	  21	  14	   9	     9	   50	   41	   33	    33	     373	      316	      263	        263	     406	      347	      291	        291	
light/index.html                                          	  63	  58	  45	    45	  114	  106	   90	    90	    1465	     1415	     1190	       1190	    1515	     1461	     1235	       1235	
light/islight.html                                        	  23	  15	   8	     8	   72	   61	   44	    44	     475	      409	      279	        279	     528	      459	      319	        319	
light/LightAttenuation.html                               	  26	  18	  11	    11	   83	   72	   62	    62	     580	      516	      422	        422	     640	      573	      476	        476	
light/LightDirection.html                                 	  25	  17	   7	     7	   69	   58	   28	    28	     584	      520	      296	        296	     631	      564	      320	        320	
light/LightDirectionX.html                                	  28	  21	   9	     9	  102	   92	   55	    55	     773	      714	      473	        473	     852	      790	      524	        524	
light/LightDirectionY.html                                	  28	  21	   9	     9	  102	   92	   55	    55	     775	      716	      474	        474	     854	      792	      525	        525	
light/LightDirectionZ.html                                	  28	  21	   9	     9	  102	   92	   55	    55	     759	      700	      466	        466	     838	      776	      517	        517	
light/LightID.html                                        	  17	  11	   6	     6	   40	   32	   24	    24	     327	      275	      209	        209	     354	      300	      231	        231	
light/lightlookat.html                                    	  19	  12	   6	     6	   51	   42	   32	    32	     340	      283	      223	        223	     373	      314	      250	        250	
light/LightPitch.html                                     	  28	  21	   9	     9	  103	   93	   65	    65	     694	      635	      451	        451	     775	      713	      513	        513	
light/LightRoll.html                                      	  28	  21	   9	     9	  102	   92	   64	    64	     678	      619	      439	        439	     758	      696	      500	        500	
light/LightX.html                                         	  27	  20	   9	     9	   92	   82	   54	    54	     616	      557	      395	        395	     686	      624	      445	        445	
light/LightY.html                                         	  27	  20	   8	     8	   92	   82	   44	    44	     614	      555	      348	        348	     684	      622	      389	        389	
light/LightYaw.html                                       	  28	  21	   9	     9	  103	   93	   65	    65	     666	      607	      431	        431	     747	      685	      493	        493	
light/LightZ.html                                         	  27	  20	   8	     8	   92	   82	   44	    44	     620	      561	      351	        351	     690	      628	      392	        392	
light/movelight.html                                      	  31	  23	   8	     8	   98	   87	   32	    32	     680	      616	      265	        265	     753	      686	      293	        293	
light/RotateLight.html                                    	  24	  17	   7	     7	   84	   75	   49	    49	     552	      495	      323	        323	     614	      555	      367	        367	
light/SetLightColor.html                                  	  29	  21	   9	     9	   75	   64	   41	    41	     588	      524	      351	        351	     637	      570	      387	        387	
light/spotlightrange.html                                 	  24	  17	  13	    13	   88	   79	   72	    72	     551	      494	      446	        446	     617	      558	      507	        507	
List/AddElement.html                                      	  47	  39	  34	    34	  232	  221	  214	   214	    2055	     1989	     1897	       1897	    2265	     2196	     2104	       2104	
List/ChangeCurrentElement.html                            	  36	  27	  20	    20	  175	  163	  146	   146	    1337	     1266	     1118	       1118	    1501	     1427	     1271	       1271	
List/ClearList.html                                       	  35	  25	  17	    17	  216	  203	  176	   176	    1599	     1521	     1304	       1304	    1785	     1704	     1469	       1469	
List/CopyList.html                                        	  34	  26	  23	    23	  128	  117	  113	   113	    1142	     1076	     1033	       1033	    1244	     1175	     1132	       1132	
List/CountList.html                                       	  17	  13	   6	     6	   52	   47	   17	    17	     411	      380	      191	        191	     450	      418	      206	        206	
List/DeleteElement.html                                   	  34	  26	  17	    17	  257	  246	  227	   227	    2050	     1984	     1825	       1825	    2297	     2228	     2060	       2060	
List/FirstElement.html                                    	  43	  35	  25	    25	  219	  208	  179	   179	    2658	     2592	     2341	       2341	    2856	     2787	     2518	       2518	
List/FreeList.html                                        	  22	  14	   7	     7	   57	   46	   38	    38	     426	      362	      261	        261	     463	      396	      295	        295	
List/index.html                                           	  84	  79	  50	    50	  275	  267	  241	   241	    2449	     2399	     1989	       1989	    2641	     2587	     2176	       2176	
List/InsertElement.html                                   	  48	  40	  21	    21	  252	  241	  171	   171	    2177	     2111	     1613	       1613	    2422	     2353	     1806	       1806	
List/LastElement.html                                     	  43	  35	  12	    12	  219	  208	  112	   112	    2648	     2582	     1385	       1385	    2846	     2777	     1493	       1493	
List/ListIndex.html                                       	  29	  21	  11	    11	  209	  198	  169	   169	    2009	     1943	     1721	       1721	    2195	     2126	     1886	       1886	
List/ListSize.html                                        	  32	  24	  14	    14	  156	  145	  116	   116	    1116	     1050	      822	        822	    1250	     1181	      935	        935	
List/MergeLists.html                                      	  39	  30	  23	    23	  212	  200	  186	   186	    1866	     1795	     1680	       1680	    2054	     1980	     1858	       1858	
List/MoveElement.html                                     	  48	  39	  29	    29	  239	  227	  191	   191	    1964	     1893	     1638	       1638	    2218	     2144	     1864	       1864	
List/NextElement.html                                     	  35	  27	  13	    13	  151	  140	  107	   107	    1382	     1316	     1019	       1019	    1507	     1438	     1123	       1123	
List/PopListPosition.html                                 	  37	  28	   9	     9	  120	  108	   71	    71	    1118	     1047	      639	        639	    1204	     1130	      704	        704	
List/PreviousElement.html                                 	  32	  24	  10	    10	  114	  103	   68	    68	    1160	     1094	      753	        753	    1250	     1181	      821	        821	
List/PushListPosition.html                                	  57	  47	  22	    22	  254	  241	  197	   197	    2628	     2550	     2018	       2018	    2847	     2766	     2216	       2216	
List/ResetList.html                                       	  34	  25	  14	    14	  109	   97	   67	    67	    1048	      977	      718	        718	    1131	     1057	      780	        780	
List/SelectElement.html                                   	  32	  23	  11	    11	  274	  262	  231	   231	    2019	     1946	     1675	       1675	    2263	     2187	     1898	       1898	
List/SplitList.html                                       	  48	  38	  29	    29	  253	  240	  225	   225	    1915	     1837	     1698	       1698	    2140	     2059	     1914	       1914	
List/SwapElements.html                                    	  43	  34	  21	    21	  171	  159	  106	   106	    1391	     1320	      886	        886	    1536	     1462	      983	        983	
mail/addmailattachment.html                               	 114	 105	  96	    96	  630	  618	  593	   593	    4008	     3935	     3680	       3680	    5169	     5093	     4820	       4820	
mail/addmailattachmentdata.html                           	  50	  41	  19	    19	  263	  251	  131	   131	    1914	     1841	     1065	       1065	    2128	     2052	     1180	       1180	
mail/addmailrecipient.html                                	  34	  25	  15	    15	  162	  150	  129	   129	    1257	     1186	     1008	       1008	    1393	     1319	     1128	       1128	
mail/createmail.html                                      	  56	  47	  27	    27	  216	  204	  169	   169	    1824	     1751	     1319	       1319	    1991	     1915	     1467	       1467	
mail/freemail.html                                        	  23	  14	   9	     9	   64	   52	   47	    47	     468	      397	      340	        340	     512	      438	      381	        381	
mail/getmailattribute.html                                	  41	  32	  17	    17	  140	  128	   95	    95	    1311	     1238	      932	        932	    1423	     1347	     1023	       1023	
mail/getmailbody.html                                     	  27	  19	  10	    10	   71	   60	   48	    48	     682	      616	      473	        473	     732	      663	      515	        515	
mail/index.html                                           	  46	  41	  22	    22	  133	  125	  104	   104	    1239	     1189	      866	        866	    1326	     1272	      948	        948	
mail/ismail.html                                          	  24	  16	   9	     9	   81	   70	   53	    53	     537	      471	      345	        345	     598	      529	      393	        393	
mail/mailprogress.html                                    	  24	  17	  10	    10	   79	   69	   59	    59	     635	      576	      487	        487	     699	      637	      545	        545	
mail/removemailrecipient.html                             	  37	  28	  13	    13	  191	  179	  120	   120	    1456	     1385	      976	        976	    1623	     1549	     1096	       1096	
mail/sendmail.html                                        	  40	  32	  19	    19	  176	  165	  151	   151	    1324	     1258	     1044	       1044	    1469	     1400	     1182	       1182	
mail/setmailattribute.html                                	  38	  29	  15	    15	  126	  114	   90	    90	    1205	     1134	      916	        916	    1305	     1231	     1001	       1001	
mail/setmailbody.html                                     	  32	  22	   9	     9	  103	   90	   50	    50	     822	      744	      321	        321	     892	      811	      363	        363	
mainguide/avertis.html                                    	  51	  51	  29	    29	  266	  266	  258	   258	    1856	     1856	     1676	       1676	    2076	     2076	     1894	       1894	
mainguide/changes.html                                    	 490	 490	 409	   409	 2874	 2874	 2858	  2858	   25140	    25140	    24672	      24672	   28013	    28013	    27542	      27542	
mainguide/contact.html                                    	  26	  26	  21	    21	  145	  145	  144	   144	     844	      844	      817	        817	     961	      961	      934	        934	
mainguide/expat.html                                      	   7	   7	   6	     6	  199	  199	  193	   193	    1057	     1057	     1030	       1030	    1234	     1234	     1202	       1202	
mainguide/greats.html                                     	 101	 101	  59	    59	  606	  606	  605	   605	    3758	     3758	     3508	       3508	    4355	     4355	     4105	       4105	
mainguide/history.html                                    	1712	1712	1502	  1502	11649	11649	11623	 11623	  105225	   105225	   103870	     103870	  117841	   117841	   116463	     116463	
mainguide/install.html                                    	  12	  12	   7	     7	  112	  112	  111	   111	     677	      677	      645	        645	     779	      779	      747	        747	
mainguide/intro.html                                      	  40	  40	  34	    34	  350	  350	  349	   349	    2198	     2198	     2161	       2161	    2553	     2553	     2516	       2516	
mainguide/lgpl.html                                       	 218	 218	 216	   216	 4197	 4197	 4191	  4191	   20802	    20802	    20768	      20768	   24514	    24514	    24476	      24476	
mainguide/ogre_mit.html                                   	   6	   6	   5	     5	  192	  192	  186	   186	    1020	     1020	      995	        995	    1190	     1190	     1160	       1160	
mainguide/order.html                                      	  40	  40	  37	    37	  317	  317	  314	   314	    1780	     1780	     1761	       1761	    2063	     2063	     2043	       2043	
mainguide/pcre.html                                       	  26	  26	  25	    25	  379	  379	  369	   369	    2198	     2198	     2139	       2139	    2540	     2540	     2472	       2472	
mainguide/regform2.html                                   	  20	  20	  20	    20	  212	  212	  212	   212	    2522	     2522	     2522	       2522	    4493	     4493	     4493	       4493	
mainguide/scintilla.html                                  	   4	   4	   3	     3	  135	  135	  133	   133	     771	      771	      755	        755	     898	      898	      881	        881	
mainguide/system.html                                     	  39	  39	  26	    26	  245	  245	  239	   239	    1522	     1522	     1421	       1421	    1726	     1726	     1624	       1624	
mainguide/udis86.html                                     	  11	  11	   8	     8	  209	  209	  186	   186	    1188	     1188	     1054	       1054	    1384	     1384	     1229	       1229	
map/addmapelement.html                                    	  48	  39	  28	    28	  236	  224	  186	   186	    1658	     1585	     1329	       1329	    1853	     1777	     1496	       1496	
map/clearmap.html                                         	  30	  20	  15	    15	  183	  170	  157	   157	    1278	     1200	     1101	       1101	    1433	     1352	     1245	       1245	
map/copymap.html                                          	  33	  25	  19	    19	  112	  101	   86	    86	     911	      845	      717	        717	     995	      926	      791	        791	
map/deletemapelement.html                                 	  40	  31	  20	    20	  227	  215	  204	   204	    1507	     1434	     1234	       1234	    1704	     1628	     1426	       1426	
map/findmapelement.html                                   	  38	  30	  17	    17	  131	  120	   81	    81	    1216	     1150	      752	        752	    1314	     1245	      820	        820	
map/freemap.html                                          	  22	  14	   7	     7	   50	   39	   31	    31	     378	      314	      222	        222	     408	      341	      249	        249	
map/index.html                                            	  57	  53	  26	    26	  230	  223	  191	   191	    1744	     1701	     1259	       1259	    1919	     1872	     1429	       1429	
map/mapkey.html                                           	  27	  19	  11	    11	   77	   66	   43	    43	     703	      637	      406	        406	     758	      689	      441	        441	
map/mapsize.html                                          	  27	  18	   9	     9	  106	   94	   67	    67	     729	      656	      430	        430	     814	      738	      493	        493	
map/nextmapelement.html                                   	  29	  21	   9	     9	  106	   95	   68	    68	     937	      871	      624	        624	    1018	      949	      688	        688	
map/popmapposition.html                                   	  34	  25	   9	     9	  100	   88	   70	    70	     923	      852	      595	        595	     993	      919	      659	        659	
map/pushmapposition.html                                  	  54	  44	  21	    21	  228	  215	  174	   174	    2190	     2112	     1649	       1649	    2387	     2306	     1825	       1825	
map/resetmap.html                                         	  27	  18	   7	     7	   83	   71	   40	    40	     775	      704	      273	        273	     833	      759	      307	        307	
material/addmateriallayer.html                            	  29	  21	  15	    15	  123	  112	   97	    97	     897	      833	      736	        736	    1008	      941	      836	        836	
material/copymaterial.html                                	  22	  16	  12	    12	   82	   74	   62	    62	     651	      599	      494	        494	     714	      660	      548	        548	
material/countmateriallayers.html                         	  17	  11	   7	     7	   40	   32	   25	    25	     376	      324	      271	        271	     403	      349	      293	        293	
material/creatematerial.html                              	  24	  18	   9	     9	   88	   80	   48	    48	     726	      674	      418	        418	     792	      738	      461	        461	
material/disablemateriallighting.html                     	  27	  19	  13	    13	   96	   86	   70	    70	     770	      706	      616	        616	     842	      776	      676	        676	
material/freematerial.html                                	  21	  13	   8	     8	   63	   53	   36	    36	     529	      465	      329	        329	     574	      508	      360	        360	
material/GetMaterialAttribute.html                        	  39	  33	  23	    23	  159	  151	  128	   128	    1634	     1582	     1406	       1406	    1786	     1732	     1543	       1543	
material/GetMaterialColor.html                            	  42	  35	  28	    28	  228	  218	  197	   197	    1472	     1413	     1299	       1299	    1661	     1599	     1471	       1471	
material/getscriptmaterial.html                           	  24	  18	   8	     8	   93	   85	   37	    37	     717	      665	      323	        323	     788	      734	      356	        356	
material/index.html                                       	  74	  69	  40	    40	  150	  142	  110	   110	    2036	     1986	     1440	       1440	    2111	     2057	     1510	       1510	
material/ismaterial.html                                  	  20	  13	   8	     8	   68	   59	   44	    44	     493	      434	      318	        318	     545	      484	      358	        358	
material/materialblendingmode.html                        	  22	  14	   8	     8	   97	   87	   71	    71	     717	      656	      551	        551	     807	      744	      629	        629	
material/MaterialCullingMode.html                         	  28	  18	   9	     9	   66	   53	   34	    34	     707	      632	      443	        443	     760	      682	      483	        483	
material/materialfilteringmode.html                       	  29	  21	  15	    15	  168	  158	  142	   142	    1201	     1140	     1034	       1034	    1356	     1293	     1177	       1177	
material/MaterialFog.html                                 	  28	  21	  13	    13	   94	   85	   64	    64	     642	      585	      437	        437	     710	      651	      491	        491	
material/materialid.html                                  	  17	  11	   5	     5	   40	   32	   23	    23	     365	      313	      227	        227	     392	      338	      249	        249	
material/materialshadingmode.html                         	  32	  22	  12	    12	  123	  110	   84	    84	    1013	      938	      728	        728	    1126	     1048	      822	        822	
material/materialshininess.html                           	  25	  16	   8	     8	   57	   45	   34	    34	     558	      487	      336	        336	     593	      519	      365	        365	
material/ReloadMaterial.html                              	  25	  18	  14	    14	   95	   86	   82	    82	     740	      683	      605	        605	     813	      754	      676	        676	
material/removemateriallayer.html                         	  20	  12	   4	     4	   37	   26	   15	    15	     383	      319	      186	        186	     403	      336	      200	        200	
material/ResetMaterial.html                               	  23	  16	   9	     9	   62	   53	   36	    36	     618	      561	      413	        413	     657	      598	      443	        443	
material/rotatematerial.html                              	  33	  23	  13	    13	  116	  103	   83	    83	     866	      791	      612	        612	     956	      878	      689	        689	
material/ScaleMaterial.html                               	  33	  24	  13	    13	  141	  129	  109	   109	     886	      815	      631	        631	    1005	      931	      738	        738	
material/scrollmaterial.html                              	  33	  23	  11	    11	  123	  110	   82	    82	     886	      811	      592	        592	     980	      902	      667	        667	
material/SetMaterialAttribute.html                        	  29	  21	   9	     9	  101	   90	   63	    63	     833	      769	      554	        554	     916	      849	      619	        619	
material/SetMaterialColor.html                            	  41	  33	   7	     7	  221	  210	   33	    33	    1327	     1263	      242	        242	    1509	     1442	      269	        269	
math/abs.html                                             	  29	  20	  17	    17	  102	   90	   86	    86	     712	      639	      594	        594	     789	      713	      668	        668	
math/acos.html                                            	  32	  23	  16	    16	   99	   87	   79	    79	     741	      668	      587	        587	     810	      734	      653	        653	
math/acosh.html                                           	  29	  20	  14	    14	   90	   78	   62	    62	     684	      611	      493	        493	     763	      687	      560	        560	
math/asin.html                                            	  33	  24	  11	    11	  101	   89	   42	    42	     757	      684	      391	        391	     827	      751	      425	        425	
math/asinh.html                                           	  30	  21	  12	    12	   86	   74	   52	    52	     678	      605	      443	        443	     743	      667	      493	        493	
math/atan.html                                            	  32	  23	  11	    11	   90	   78	   42	    42	     680	      607	      352	        352	     739	      663	      385	        385	
math/atan2.html                                           	  40	  31	  18	    18	  205	  193	  178	   178	    1196	     1123	      974	        974	    1365	     1289	     1135	       1135	
math/atanh.html                                           	  29	  20	  11	    11	   88	   76	   53	    53	     645	      572	      409	        409	     705	      629	      454	        454	
math/cos.html                                             	  32	  23	  13	    13	   92	   80	   62	    62	     669	      596	      446	        446	     732	      656	      499	        499	
math/cosh.html                                            	  29	  20	  11	    11	   83	   71	   54	    54	     611	      538	      396	        396	     669	      593	      444	        444	
math/degree.html                                          	  32	  23	  15	    15	  114	  102	   95	    95	     753	      680	      595	        595	     838	      762	      677	        677	
math/exp.html                                             	  26	  18	  12	    12	   76	   65	   51	    51	     512	      446	      331	        331	     565	      496	      374	        374	
math/index.html                                           	  84	  79	  51	    51	  147	  139	  108	   108	    1526	     1476	     1208	       1208	    1587	     1533	     1264	       1264	
math/infinity.html                                        	  31	  21	  14	    14	  129	  116	  108	   108	     930	      852	      761	        761	    1033	      952	      861	        861	
math/int.html                                             	  36	  27	  14	    14	  110	   98	   83	    83	     777	      704	      548	        548	     856	      780	      622	        622	
math/intq.html                                            	  36	  27	   9	     9	  125	  113	   55	    55	     848	      775	      401	        401	     941	      865	      451	        451	
math/isinfinity.html                                      	  34	  25	  15	    15	  136	  124	  115	   115	    1059	      986	      877	        877	    1186	     1110	     1001	       1001	
math/isnan.html                                           	  36	  27	  17	    17	  148	  136	  127	   127	    1018	      945	      837	        837	    1155	     1079	      971	        971	
math/log.html                                             	  27	  19	   9	     9	   82	   71	   51	    51	     526	      460	      313	        313	     582	      513	      359	        359	
math/log10.html                                           	  24	  16	   7	     7	   65	   54	   32	    32	     413	      347	      197	        197	     457	      388	      226	        226	
math/mod.html                                             	  26	  19	  12	    12	  101	   92	   67	    67	     600	      541	      391	        391	     678	      617	      451	        451	
math/nan.html                                             	  31	  21	  11	    11	  125	  112	   78	    78	     830	      752	      545	        545	     930	      849	      619	        619	
math/pow.html                                             	  31	  22	  14	    14	   97	   85	   70	    70	     647	      574	      446	        446	     719	      643	      508	        508	
math/radian.html                                          	  32	  23	  11	    11	  115	  103	   83	    83	     761	      688	      526	        526	     846	      770	      599	        599	
math/Random.html                                          	  50	  41	  23	    23	  261	  249	  210	   210	    1907	     1834	     1440	       1440	    2124	     2048	     1638	       1638	
math/RandomData.html                                      	  46	  36	  23	    23	  169	  156	  144	   144	    1513	     1435	     1267	       1267	    1651	     1570	     1402	       1402	
math/RandomSeed.html                                      	  28	  19	   8	     8	   94	   82	   69	    69	     744	      673	      513	        513	     811	      737	      577	        577	
math/round.html                                           	  40	  31	  20	    20	  159	  148	  122	   122	    1527	     1461	     1274	       1274	    1673	     1605	     1404	       1404	
math/sign.html                                            	  31	  22	  11	    11	   91	   79	   62	    62	     680	      607	      464	        464	     756	      680	      530	        530	
math/sin.html                                             	  32	  23	  11	    11	   96	   84	   60	    60	     680	      607	      423	        423	     747	      671	      476	        476	
math/sinh.html                                            	  28	  19	  10	    10	   74	   62	   45	    45	     585	      512	      373	        373	     633	      557	      411	        411	
math/sqr.html                                             	  24	  16	   6	     6	   60	   49	   26	    26	     406	      340	      184	        184	     445	      376	      208	        208	
math/tan.html                                             	  32	  23	   8	     8	   92	   80	   33	    33	     693	      620	      315	        315	     755	      679	      344	        344	
math/tanh.html                                            	  27	  18	   9	     9	   75	   63	   44	    44	     577	      504	      359	        359	     624	      548	      394	        394	
memory/allocatememory.html                                	  46	  37	  26	    26	  245	  233	  215	   215	    1697	     1624	     1433	       1433	    1906	     1830	     1631	       1631	
memory/AllocateStructure.html                             	  52	  43	  29	    29	  236	  224	  176	   176	    1875	     1802	     1463	       1463	    2059	     1983	     1611	       1611	
memory/comparememory.html                                 	  24	  17	  11	    11	   73	   63	   57	    57	     637	      578	      482	        482	     690	      628	      532	        532	
memory/comparememorystring.html                           	  46	  39	  28	    28	  200	  190	  156	   156	    1589	     1530	     1302	       1302	    1757	     1695	     1445	       1445	
memory/copymemory.html                                    	  31	  22	  14	    14	   93	   81	   73	    73	     827	      756	      625	        625	     892	      818	      687	        687	
memory/copymemorystring.html                              	  35	  27	  20	    20	  198	  187	  182	   182	    1381	     1315	     1245	       1245	    1577	     1508	     1438	       1438	
memory/fillmemory.html                                    	  40	  31	  22	    22	  219	  207	  194	   194	    1435	     1364	     1205	       1205	    1643	     1569	     1407	       1407	
