15-10-7 下午5:03
项目统计

     	   片段	    词汇	字符（无空白）	字符（含空白）	#Files	
总共：  	85058	357064	3054896	3357899	  1870	
剩余：  	71733	336795	2932578	3228446	  1870	
独特：  	42566	270601	2279580	2537858	  1870	
剩余独特：	42381	268752	2268528	2525019	  1870	


单文件统计：

文件名                                                       	 总片段	剩余片段	独特片段	剩余独特片段	 总计词汇	 剩余词汇	 独特词汇	剩余独特词汇	总字符（无空白）	剩余字符（无空白）	独特字符（无空白）	剩余独特字符（无空白）	总字符（含空白）	剩余字符（含空白）	独特字符（含空白）	剩余独特字符（含空白）	
database/getdatabaseblob.html                             	  46	  38	  11	    11	  192	  181	   77	    77	    1498	     1432	      616	        616	    1650	     1581	      686	        686	
database/getdatabasedouble.html                           	  40	  32	   7	     7	  148	  137	   35	    35	    1291	     1225	      443	        443	    1405	     1336	      475	        475	
database/getdatabasefloat.html                            	  40	  32	   7	     7	  146	  135	   33	    33	    1277	     1211	      427	        427	    1389	     1320	      457	        457	
database/getdatabaselong.html                             	  40	  32	   7	     7	  150	  139	   37	    37	    1269	     1203	      419	        419	    1385	     1316	      453	        453	
database/getdatabasequad.html                             	  40	  32	   7	     7	  150	  139	   37	    37	    1265	     1199	      414	        414	    1381	     1312	      448	        448	
database/getdatabasestring.html                           	  40	  32	   7	     7	  148	  137	   31	    31	    1243	     1177	      279	        279	    1357	     1288	      307	        307	
database/index.html                                       	  97	  92	  55	    55	  214	  206	  169	   169	    2916	     2866	     2106	       2106	    3030	     2976	     2215	       2215	
database/isdatabase.html                                  	  25	  17	   8	     8	   99	   88	   65	    65	     726	      660	      430	        430	     804	      735	      491	        491	
database/nextdatabasedriver.html                          	  29	  20	   9	     9	   77	   65	   48	    48	     872	      801	      531	        531	     925	      851	      575	        575	
database/nextdatabaserow.html                             	  29	  22	   7	     7	   81	   71	   42	    42	     896	      837	      455	        455	     952	      890	      494	        494	
database/opendatabase.html                                	  46	  39	  22	    22	  196	  186	  154	   154	    1665	     1606	     1218	       1218	    1829	     1767	     1365	       1365	
database/opendatabaserequester.html                       	  38	  30	   7	     7	  159	  148	   38	    38	    1225	     1159	      356	        356	    1358	     1289	      392	        392	
database/previousdatabaserow.html                         	  40	  32	  11	    11	  163	  152	  112	   112	    1468	     1402	      787	        787	    1597	     1528	      892	        892	
database/setdatabaseblob.html                             	  47	  39	  25	    25	  256	  245	  218	   218	    1941	     1877	     1648	       1648	    2161	     2094	     1850	       1850	
database/useodbcdatabase.html                             	  37	  27	  15	    15	  141	  128	  118	   118	    1299	     1221	      993	        993	    1411	     1330	     1102	       1102	
database/usepostgresqldatabase.html                       	  50	  39	  27	    27	  228	  214	  205	   205	    1781	     1698	     1506	       1506	    1969	     1883	     1691	       1691	
database/usesqlitedatabase.html                           	  47	  36	  23	    23	  173	  159	  150	   150	    1578	     1495	     1282	       1282	    1708	     1622	     1409	       1409	
date/adddate.html                                         	  37	  29	  27	    27	  211	  200	  198	   198	    1344	     1278	     1259	       1259	    1533	     1464	     1445	       1445	
date/date.html                                            	  30	  22	  18	    18	  139	  128	  124	   124	     949	      883	      846	        846	    1054	      985	      948	        948	
date/day.html                                             	  28	  20	  11	    11	   76	   65	   56	    56	     583	      517	      435	        435	     635	      566	      484	        484	
date/dayofweek.html                                       	  35	  27	  16	    16	   94	   83	   66	    66	     713	      647	      431	        431	     783	      714	      492	        492	
date/dayofyear.html                                       	  30	  22	  10	    10	  100	   89	   71	    71	     743	      677	      440	        440	     818	      749	      506	        506	
date/formatdate.html                                      	  37	  29	  24	    24	  210	  199	  194	   194	    1250	     1184	     1138	       1138	    1418	     1349	     1303	       1303	
date/hour.html                                            	  28	  20	  10	    10	   78	   67	   57	    57	     608	      542	      438	        438	     662	      593	      489	        489	
date/index.html                                           	  39	  34	  17	    17	   99	   91	   74	    74	     790	      740	      551	        551	     843	      789	      599	        599	
date/minute.html                                          	  28	  20	  10	    10	   78	   67	   57	    57	     604	      538	      443	        443	     658	      589	      494	        494	
date/month.html                                           	  28	  20	  10	    10	   78	   67	   57	    57	     610	      544	      442	        442	     664	      595	      493	        493	
date/parsedate.html                                       	  35	  27	  13	    13	  200	  189	  104	   104	    1098	     1032	      628	        628	    1259	     1190	      715	        715	
date/second.html                                          	  28	  20	   9	     9	   78	   67	   49	    49	     613	      547	      417	        417	     667	      598	      461	        461	
date/year.html                                            	  26	  18	   9	     9	   68	   57	   48	    48	     539	      473	      384	        384	     583	      514	      425	        425	
debugger/cleardebugoutput.html                            	  30	  20	  19	    19	   66	   53	   52	    52	     723	      647	      637	        637	     768	      689	      679	        679	
debugger/index.html                                       	  48	  44	  33	    33	  136	  129	  118	   118	    1397	     1354	     1173	       1173	    1487	     1440	     1258	       1258	
debugger/purifiergranularity.html                         	  37	  28	  17	    17	  176	  164	  112	   112	    1313	     1242	      880	        880	    1454	     1380	      979	        979	
debugger/resetprofiler.html                               	  22	  13	   6	     6	   40	   28	   20	    20	     491	      422	      284	        284	     512	      440	      302	        302	
debugger/savedebugoutput.html                             	  28	  19	  12	    12	   78	   66	   57	    57	     755	      684	      534	        534	     805	      731	      581	        581	
debugger/showassemblyviewer.html                          	  20	  11	   5	     5	   45	   33	   23	    23	     430	      361	      227	        227	     457	      385	      249	        249	
debugger/showcallstack.html                               	  20	  11	   5	     5	   44	   32	   22	    22	     420	      351	      212	        212	     446	      374	      233	        233	
debugger/showdebugoutput.html                             	  23	  14	   6	     6	   52	   40	   29	    29	     568	      499	      318	        318	     598	      526	      345	        345	
debugger/showlibraryviewer.html                           	  34	  25	  18	    18	  190	  178	  167	   167	    1540	     1469	     1305	       1305	    1721	     1647	     1481	       1481	
debugger/showmemoryviewer.html                            	  28	  19	  12	    12	  111	   99	   88	    88	     915	      844	      682	        682	    1028	      954	      790	        790	
debugger/showprofiler.html                                	  23	  14	   6	     6	   50	   38	   28	    28	     554	      485	      314	        314	     583	      511	      340	        340	
debugger/showvariableviewer.html                          	  20	  11	   5	     5	   45	   33	   23	    23	     424	      355	      224	        224	     451	      379	      246	        246	
debugger/showwatchlist.html                               	  20	  11	   5	     5	   44	   32	   22	    22	     416	      347	      210	        210	     442	      370	      231	        231	
debugger/startprofiler.html                               	  22	  13	   6	     6	   42	   30	   22	    22	     483	      414	      285	        285	     506	      434	      305	        305	
debugger/stopprofiler.html                                	  21	  12	   6	     6	   40	   28	   21	    21	     438	      369	      256	        256	     458	      386	      273	        273	
desktop/desktopdepth.html                                 	  30	  21	  18	    18	  108	   96	   93	    93	     993	      920	      869	        869	    1065	      989	      938	        938	
